Date,Open,High,Low,Close,Volume,Adj Close
2013-10-24,349.00,356.80,347.85,349.65,3009300,349.65
2013-10-23,351.75,354.90,345.50,347.85,2405500,347.85
2013-10-22,350.50,355.90,349.50,352.15,2870000,352.15
2013-10-21,354.55,359.55,350.00,352.95,2339500,352.95
2013-10-18,350.00,359.00,348.75,356.75,4647900,356.75
2013-10-17,341.00,350.00,339.50,348.65,5863000,348.65
2013-10-16,339.10,339.10,339.10,339.10,000,339.10
2013-10-15,336.00,344.00,334.00,339.10,4164300,339.10
2013-10-14,336.90,338.50,332.00,333.10,1675400,333.10
2013-10-11,335.65,337.60,331.75,334.55,2069800,334.55
2013-10-10,331.25,336.30,329.10,332.90,3310400,332.90
2013-10-09,333.70,335.05,323.15,334.15,5236100,334.15
2013-10-08,331.20,334.60,323.00,332.10,4026900,332.10
2013-10-07,323.25,325.70,319.40,323.25,2424500,323.25
2013-10-04,318.30,332.20,318.30,328.35,3760000,328.35
2013-10-03,321.80,325.80,311.00,324.30,5484000,324.30
2013-10-02,322.60,322.60,322.60,322.60,000,322.60
2013-10-01,319.30,324.30,309.00,322.60,4194600,322.60
2013-09-30,321.80,322.60,312.05,318.65,5563400,318.65
2013-09-27,338.50,338.50,323.55,325.30,5038500,325.30
2013-09-26,337.50,339.20,329.20,334.75,5169300,334.75
2013-09-25,330.00,338.90,325.10,336.00,3314600,336.00
2013-09-24,334.90,336.00,328.60,330.30,5446300,330.30
2013-09-23,339.90,340.30,330.05,335.15,5286300,335.15
2013-09-20,354.30,354.30,341.10,344.20,10258600,344.20
2013-09-19,345.00,358.75,343.05,354.30,8538100,354.30
2013-09-18,340.00,340.30,333.55,337.60,2241400,337.60
2013-09-17,336.70,340.80,330.30,337.30,3314400,337.30
2013-09-16,329.00,339.70,327.00,335.75,3591000,335.75
2013-09-13,323.10,332.25,316.40,325.75,4860700,325.75
2013-09-12,338.80,339.90,324.55,328.60,3151200,328.60
2013-09-11,338.65,344.85,329.25,335.10,5684500,335.10
2013-09-10,324.00,351.40,321.60,338.35,12203800,338.35
2013-09-09,313.75,313.75,313.75,313.75,000,313.75
2013-09-06,302.95,317.80,298.55,313.75,9339000,313.75
2013-09-05,303.00,309.00,294.00,296.20,7496800,296.20
2013-09-04,285.20,299.20,280.50,297.20,3419200,297.20
2013-09-03,306.00,307.90,283.00,285.00,4683700,285.00
2013-09-02,303.80,303.80,295.10,300.30,2555800,300.30
2013-08-30,302.00,302.20,290.10,299.10,5440300,299.10
2013-08-29,293.40,300.90,290.00,299.35,8530400,299.35
2013-08-28,293.00,293.00,279.20,287.80,4485200,287.80
2013-08-27,305.00,306.75,291.10,293.90,6246700,293.90
2013-08-26,309.10,316.50,305.00,307.05,2589200,307.05
2013-08-23,313.00,313.95,303.55,308.95,5727600,308.95
2013-08-22,298.00,317.00,295.80,313.00,5191100,313.00
2013-08-21,324.00,324.55,294.50,298.75,4869400,298.75
2013-08-20,311.00,323.75,301.35,318.45,6580700,318.45
2013-08-19,334.90,334.95,307.80,317.60,7218300,317.60
2013-08-16,346.80,348.00,331.80,335.65,8437700,335.65
2013-08-15,343.30,343.30,343.30,343.30,000,343.30
2013-08-14,346.00,351.80,341.20,343.30,2959800,343.30
2013-08-13,338.00,349.45,333.60,346.40,3762600,346.40
2013-08-12,342.20,344.45,332.95,341.80,4605300,341.80
2013-08-09,337.30,337.30,337.30,337.30,000,337.30
2013-08-08,326.90,340.10,324.00,337.30,4476000,337.30
2013-08-07,325.00,332.50,320.50,326.25,4227500,326.25
2013-08-06,337.90,337.90,318.05,322.90,5384300,322.90
2013-08-05,344.15,346.40,335.00,336.35,3410400,336.35
2013-08-02,343.20,349.40,339.10,345.25,6311800,345.25
2013-08-01,347.75,354.00,339.25,343.25,13362000,343.25
2013-07-31,314.00,348.00,313.30,344.50,13900400,344.50
2013-07-30,332.50,333.85,317.20,321.10,3205800,321.10
2013-07-29,337.00,346.80,331.50,334.00,5016500,334.00
2013-07-26,337.90,339.95,331.05,337.20,2644800,337.20
2013-07-25,337.00,340.80,333.20,337.10,4801700,337.10
2013-07-24,327.00,339.00,327.00,337.40,4353700,337.40
2013-07-23,336.45,337.40,328.85,330.10,2820400,330.10
2013-07-22,328.90,337.30,326.05,336.10,3536100,336.10
2013-07-19,323.70,333.90,318.40,329.85,5672200,329.85
2013-07-18,314.75,325.00,314.75,323.65,3459600,323.65
2013-07-17,325.00,327.45,312.10,316.05,6230100,316.05
2013-07-16,310.00,323.55,308.30,321.10,3778600,321.10
2013-07-15,304.10,316.15,302.05,314.45,3445400,314.45
2013-07-12,301.00,306.95,296.80,305.50,3406200,305.50
2013-07-11,293.00,301.00,293.00,300.05,2685200,300.05
2013-07-10,294.00,294.00,289.15,290.10,2815300,290.10
2013-07-09,294.60,297.00,290.10,291.65,2551100,291.65
2013-07-08,293.20,307.70,290.10,293.60,4546400,293.60
2013-07-05,304.60,306.10,292.80,295.85,1934900,295.85
2013-07-04,293.10,303.60,293.10,301.15,3076600,301.15
2013-07-03,302.00,306.65,282.80,294.55,4379500,294.55
2013-07-02,294.85,305.65,292.00,302.85,5035100,302.85
2013-07-01,291.75,301.00,291.15,296.15,3167300,296.15
2013-06-28,282.25,294.10,281.30,291.75,4067100,291.75
2013-06-27,285.90,285.90,278.00,280.75,5729000,280.75
2013-06-26,293.00,294.00,276.45,277.70,9111900,277.70
2013-06-25,284.50,297.15,280.15,295.30,4286300,295.30
2013-06-24,289.00,291.00,281.60,283.45,4783200,283.45
2013-06-21,288.80,295.55,285.85,291.95,5653500,291.95
2013-06-20,295.00,295.00,286.60,288.80,7118700,288.80
2013-06-19,292.00,301.75,292.00,299.55,3432700,299.55
2013-06-18,299.10,301.45,289.65,291.95,3410000,291.95
2013-06-17,289.45,300.00,289.45,296.00,3955700,296.00
2013-06-14,290.00,292.35,287.10,289.45,2580200,289.45
2013-06-13,275.20,288.85,275.20,287.70,4613500,287.70
2013-06-12,276.25,281.70,274.60,277.75,5215400,277.75
2013-06-11,281.55,283.20,274.25,278.70,8138300,278.70
2013-06-10,290.50,291.40,281.00,283.75,4452900,283.75
2013-06-07,293.10,296.90,286.70,288.30,4082600,288.30
2013-06-06,301.95,302.40,292.30,295.10,5912000,295.10
2013-06-05,305.70,306.00,300.10,302.45,4122100,302.45
2013-06-04,305.25,308.50,302.55,304.20,1309900,304.20
2013-06-03,302.30,308.45,298.40,303.40,1608500,303.40
2013-05-31,314.00,316.55,297.00,301.95,2965300,301.95
2013-05-30,306.30,319.10,306.30,315.40,2567200,315.40
2013-05-29,315.95,316.20,309.60,315.00,2063600,315.00
2013-05-28,310.60,317.40,310.00,314.80,2575900,314.80
2013-05-27,300.00,310.90,300.00,309.15,3168300,309.15
2013-05-24,304.70,304.70,294.65,298.50,2897700,298.50
2013-05-23,308.25,308.85,299.10,300.25,6411900,300.25
2013-05-22,306.70,313.90,306.00,312.05,3838600,311.05
2013-05-21,307.00,311.00,302.75,304.45,3183900,303.47
2013-05-20,319.70,319.80,306.80,307.80,3724900,306.81
2013-05-17,322.40,323.50,312.65,315.55,2675800,314.54
2013-05-16,321.15,327.85,320.55,321.50,2567500,320.47
2013-05-15,315.30,324.60,315.30,322.65,3306900,321.62
2013-05-14,314.50,318.90,312.10,317.25,2466800,316.23
2013-05-13,321.90,324.80,310.20,311.75,2938800,310.75
2013-05-10,325.00,327.00,322.65,324.25,2306400,323.21
2013-05-09,322.00,327.80,322.00,325.00,3316000,323.96
2013-05-08,331.00,331.00,322.85,324.20,3653000,323.16
2013-05-07,322.25,332.80,318.90,331.20,5984700,330.14
2013-05-06,322.05,323.35,318.10,320.50,5012200,319.47
2013-05-03,326.00,331.50,316.10,317.70,7779800,316.68
2013-05-02,308.00,324.80,303.10,316.75,11886400,315.73
2013-05-01,318.75,318.75,318.75,318.75,000,317.73
2013-04-30,324.00,324.05,313.90,318.75,3415900,317.73
2013-04-29,320.70,324.15,312.95,318.20,3315800,317.18
2013-04-26,311.00,321.00,309.10,318.45,7094500,317.43
2013-04-25,302.00,309.80,298.55,303.85,5039100,302.88
2013-04-24,299.45,299.45,299.45,299.45,000,298.49
2013-04-23,300.70,307.75,296.50,299.45,5835900,298.49
2013-04-22,301.00,305.00,299.00,300.75,3260200,299.79
2013-04-19,299.65,299.65,299.65,299.65,000,298.69
2013-04-18,285.00,302.00,284.50,299.65,6084900,298.69
2013-04-17,285.00,288.50,283.50,286.05,3100400,285.13
2013-04-16,281.80,285.95,278.40,285.00,3106400,284.09
2013-04-15,271.00,283.80,270.85,279.65,3029300,278.75
2013-04-12,273.00,278.40,271.00,273.50,2014900,272.62
2013-04-11,280.65,281.25,271.65,274.10,4136500,273.22
2013-04-10,279.10,282.95,274.40,281.65,3493000,280.75
2013-04-09,282.00,282.50,274.00,277.00,4390100,276.11
2013-04-08,270.00,284.40,269.85,280.60,3964800,279.70
2013-04-05,273.00,279.60,266.55,270.25,4321600,269.38
2013-04-04,281.00,284.55,272.05,274.30,6514100,273.42
2013-04-03,290.45,292.90,279.60,280.80,5649100,279.90
2013-04-02,294.00,295.00,290.30,291.80,2705400,290.86
2013-04-01,288.00,294.90,288.00,293.65,1452000,292.71
2013-03-29,291.75,291.75,291.75,291.75,000,290.82
2013-03-28,296.55,296.90,288.75,291.75,4467300,290.82
2013-03-27,296.90,296.90,296.90,296.90,000,295.95
2013-03-26,286.90,298.00,285.45,296.90,6637900,295.95
2013-03-25,297.00,297.50,287.60,288.60,5156400,287.68
2013-03-22,299.75,299.75,288.85,294.05,6362700,293.11
2013-03-21,285.00,303.60,285.00,297.90,11023500,296.95
2013-03-20,291.00,297.40,275.60,280.05,20799100,279.15
2013-03-19,310.00,311.90,284.00,293.40,15992300,292.46
2013-03-18,305.00,310.35,301.15,307.50,5243200,306.51
2013-03-15,312.30,317.25,307.20,310.30,6070700,309.31
2013-03-14,315.60,317.45,309.00,314.60,5372300,313.59
2013-03-13,313.20,320.35,310.90,317.30,4156200,316.28
2013-03-12,321.00,321.00,313.90,314.55,2450600,313.54
2013-03-11,323.10,326.45,319.00,321.35,3648000,320.32
2013-03-08,323.05,325.95,320.50,322.90,3015100,321.87
2013-03-07,319.00,321.30,316.20,320.25,5028800,319.22
2013-03-06,323.25,326.95,318.85,320.45,4746100,319.42
2013-03-05,316.00,323.95,309.60,322.10,5540700,321.07
2013-03-04,311.00,318.15,307.25,316.05,3605000,315.04
2013-03-01,323.45,326.30,307.90,311.10,7595700,310.10
2013-02-28,326.40,327.80,317.25,322.90,9598800,321.87
2013-02-27,317.00,324.90,315.35,321.75,9599900,320.72
2013-02-26,311.90,335.60,302.60,311.80,10760200,310.80
2013-02-25,307.50,311.80,305.50,307.00,3621100,306.02
2013-02-22,297.30,311.30,296.15,309.65,6408900,308.66
2013-02-21,302.90,307.80,291.50,296.20,7970700,295.25
2013-02-20,311.30,311.40,303.05,304.00,7260400,303.03
2013-02-19,314.95,315.00,304.60,307.55,4557800,306.56
2013-02-18,316.00,317.50,312.00,313.70,2514500,312.69
2013-02-15,311.70,318.25,306.65,316.65,3074700,315.64
2013-02-14,326.40,326.50,310.20,311.70,4392000,310.70
2013-02-13,323.50,330.35,322.90,325.95,3046700,324.91
2013-02-12,314.05,323.50,314.05,322.30,2478800,321.27
2013-02-11,320.10,321.00,314.65,316.20,2276200,315.19
2013-02-08,319.80,325.20,317.25,321.80,3692900,320.77
2013-02-07,326.60,326.90,316.15,320.10,3302700,319.07
2013-02-06,327.45,330.85,324.45,326.60,3838100,325.55
2013-02-05,329.55,333.20,322.85,324.75,6294400,323.71
2013-02-04,332.00,334.70,327.80,331.05,4035800,329.99
2013-02-01,336.45,346.80,326.70,329.40,15973500,328.34
2013-01-31,343.15,347.45,337.40,339.60,4275100,338.51
2013-01-30,352.70,352.95,342.55,344.60,3448800,343.50
2013-01-29,357.35,363.60,348.30,349.50,4479100,348.38
2013-01-28,357.80,362.80,355.50,357.35,2872700,356.20
2013-01-25,360.00,370.60,357.20,360.50,4734700,359.34
2013-01-24,368.95,369.60,359.60,361.90,4848100,360.74
2013-01-23,351.00,368.55,350.25,367.35,8519600,366.17
2013-01-22,354.65,354.90,349.00,351.65,5148100,350.52
2013-01-21,347.25,359.00,344.80,355.55,5146900,354.41
2013-01-18,351.90,353.40,345.25,348.85,5354500,347.73
2013-01-17,341.10,357.00,338.30,353.50,7430500,352.37
2013-01-16,345.00,348.60,340.80,342.90,4095400,341.80
2013-01-15,328.50,350.60,326.30,345.20,9143600,344.09
2013-01-14,326.50,330.00,323.30,328.70,3271200,327.65
2013-01-11,329.80,331.05,323.90,325.20,2777000,324.16
2013-01-10,333.55,333.95,326.85,330.05,2530800,328.99
2013-01-09,331.95,336.50,331.30,333.75,5122100,332.68
2013-01-08,326.80,332.75,324.70,330.30,3228300,329.24
2013-01-07,329.65,331.15,325.30,326.80,3315300,325.75
2013-01-04,327.15,329.80,325.75,327.00,3282800,325.95
2013-01-03,323.00,328.90,319.30,328.00,3677500,326.95
2013-01-02,322.30,326.30,320.00,321.05,2809800,320.02
2013-01-01,318.55,323.00,317.50,322.10,1719500,321.07
2012-12-31,319.00,320.90,315.65,317.10,1713300,316.08
2012-12-28,316.75,323.50,313.90,319.05,4422300,318.03
2012-12-27,318.05,321.55,316.00,318.65,3451300,317.63
2012-12-26,309.00,318.85,308.70,317.40,3172500,316.38
2012-12-25,308.60,308.60,308.60,308.60,000,307.61
2012-12-24,306.70,311.45,303.40,308.60,1965500,307.61
2012-12-21,314.05,314.85,305.90,307.35,3412900,306.37
2012-12-20,313.10,318.40,309.35,316.90,3050300,315.88
2012-12-19,313.30,318.85,313.30,316.05,4695600,315.04
2012-12-18,300.10,314.30,300.00,313.40,6648800,312.40
2012-12-17,309.00,311.10,299.55,300.55,7154100,299.59
2012-12-14,318.05,319.25,308.45,312.45,3633800,311.45
2012-12-13,311.50,320.00,310.35,317.80,6296900,316.78
2012-12-12,317.50,317.50,307.70,311.90,6207100,310.90
2012-12-11,318.10,321.00,312.00,314.20,5482900,313.19
2012-12-10,325.50,326.00,315.60,317.90,3314100,316.88
2012-12-07,324.90,330.00,320.25,322.45,4662300,321.42
2012-12-06,334.40,334.40,321.15,324.70,5205700,323.66
2012-12-05,330.00,333.30,326.60,330.40,3956100,329.34
2012-12-04,330.00,333.70,327.65,332.45,4535600,331.38
2012-12-03,337.50,340.00,330.35,331.15,3917100,330.09
2012-11-30,333.65,340.70,324.80,337.00,9948200,335.92
2012-11-29,326.00,332.35,325.50,330.35,9879200,329.29
2012-11-28,326.70,326.70,326.70,326.70,000,325.65
2012-11-27,312.50,331.55,310.50,326.70,11696900,325.65
2012-11-26,307.95,311.50,306.70,310.25,3862400,309.26
2012-11-23,309.95,312.00,303.40,305.45,3644200,304.47
2012-11-22,307.30,311.55,305.15,307.80,5261700,306.81
2012-11-21,309.00,310.20,303.50,307.40,4747200,306.41
2012-11-20,311.00,312.50,305.50,309.00,7594500,308.01
2012-11-19,303.70,311.00,303.55,309.50,8406600,308.51
2012-11-16,292.15,303.95,292.15,301.40,11860200,300.43
2012-11-15,285.25,296.05,285.20,290.30,10584800,289.37
2012-11-14,280.00,280.00,280.00,280.00,000,279.10
2012-11-13,280.00,280.00,280.00,280.00,000,279.10
2012-11-12,273.60,283.00,272.70,280.00,3450700,279.10
2012-11-09,275.90,279.50,274.95,275.80,2366900,274.92
2012-11-08,268.00,277.90,267.70,277.05,6950700,276.16
2012-11-07,271.00,280.95,269.35,271.10,12240100,270.23
2012-11-06,273.40,276.65,270.60,273.75,1922900,272.87
2012-11-05,275.50,277.50,271.05,273.50,1356000,272.62
2012-11-02,283.05,284.00,274.50,274.95,2871300,274.07
2012-11-01,270.80,281.90,269.20,281.15,4017100,280.25
2012-10-31,270.00,273.25,267.00,269.65,1959600,268.79
2012-10-30,270.75,274.50,268.80,270.20,1946900,269.33
2012-10-29,266.65,271.00,266.10,269.80,3054800,268.94
2012-10-26,269.65,269.65,269.65,269.65,000,268.79
2012-10-25,271.50,273.65,268.50,269.65,3321400,268.79
2012-10-24,271.20,271.20,271.20,271.20,000,270.33
2012-10-23,271.95,274.70,270.05,271.20,2352500,270.33
2012-10-22,266.00,272.45,264.80,271.90,3136200,271.03
2012-10-19,263.00,267.95,261.20,267.10,4030400,266.24
2012-10-18,268.30,269.80,263.20,265.90,5058800,265.05
2012-10-17,269.25,272.00,266.10,270.55,5009900,269.68
2012-10-16,260.10,269.70,260.10,267.65,4984900,266.79
2012-10-15,260.55,264.50,256.50,264.05,4358800,263.20
2012-10-12,267.00,269.00,258.20,260.35,3560700,259.52
2012-10-11,263.00,269.45,262.00,267.30,2728000,266.44
2012-10-10,264.50,266.50,261.20,262.05,2853400,261.21
2012-10-09,272.55,272.75,264.25,265.30,4150900,264.45
2012-10-08,267.05,276.60,266.00,270.45,6108400,269.58
2012-10-05,271.30,271.75,215.80,265.75,2898300,264.90
2012-10-04,267.50,273.35,267.50,269.75,3512100,268.89
2012-10-03,266.50,269.50,264.35,265.30,3107600,264.45
2012-10-02,265.05,265.05,265.05,265.05,000,264.20
2012-10-01,265.15,267.60,262.60,265.05,2477100,264.20
2012-09-28,264.85,267.00,262.20,265.45,5210900,264.60
2012-09-27,266.40,269.80,260.00,261.40,5375500,260.56
2012-09-26,274.00,275.55,262.00,265.20,8122500,264.35
2012-09-25,279.40,280.00,273.65,275.60,4039700,274.72
2012-09-24,280.00,283.00,273.00,279.00,9164400,278.11
2012-09-21,271.00,280.45,270.75,279.25,10420900,278.36
2012-09-20,266.00,272.65,265.15,268.25,6482100,267.39
2012-09-19,268.20,268.20,268.20,268.20,000,267.34
2012-09-18,266.00,271.00,265.55,268.20,8476500,267.34
2012-09-17,260.20,268.00,256.85,264.75,8519400,263.90
2012-09-14,258.50,259.85,253.60,255.10,6840900,254.28
2012-09-13,259.40,260.00,250.95,253.55,6028900,252.74
2012-09-12,260.15,262.30,258.05,260.75,5517600,259.91
2012-09-11,259.00,262.30,255.75,261.60,3564500,260.76
2012-09-10,254.15,261.75,254.15,261.05,3984400,260.21
2012-09-07,254.90,256.90,253.90,256.00,5495600,255.18
2012-09-06,257.10,257.95,246.10,252.10,14102800,251.29
2012-09-05,247.55,258.80,247.50,257.85,6136500,257.02
2012-09-04,245.25,250.25,241.30,249.75,7370900,248.95
2012-09-03,246.60,249.40,244.50,246.85,4998700,246.06
2012-08-31,240.20,248.90,240.15,247.80,6093200,247.01
2012-08-30,240.00,243.85,238.45,242.85,9268600,242.07
2012-08-29,248.75,249.80,239.80,242.30,6040100,241.52
2012-08-28,249.00,250.00,245.40,248.80,4164400,248.00
2012-08-27,250.00,253.80,247.80,249.15,5934100,248.35
2012-08-24,248.00,250.50,244.50,247.95,6238000,247.16
2012-08-23,247.05,251.75,243.55,249.00,9372300,248.20
2012-08-22,255.50,255.90,248.00,248.65,11115700,247.85
2012-08-21,260.50,263.90,255.55,258.55,14023300,257.72
2012-08-20,262.30,262.30,262.30,262.30,000,261.46
2012-08-17,260.00,264.70,259.20,262.30,8913800,261.46
2012-08-16,261.40,262.75,259.75,260.00,6494900,259.17
2012-08-15,260.80,260.80,260.80,260.80,000,258.97
2012-08-14,262.00,263.35,259.35,260.80,4474700,258.97
2012-08-13,257.00,261.90,257.00,260.05,6800600,258.22
2012-08-10,258.10,263.70,252.90,255.60,12058200,253.80
2012-08-09,275.65,275.90,254.30,256.75,33553200,254.95
2012-08-08,294.05,294.05,272.40,274.35,33427000,272.42
2012-08-07,298.00,298.40,293.15,293.80,4444400,291.74
2012-08-06,298.50,301.40,294.50,296.20,3060800,294.12
2012-08-03,298.00,299.30,293.80,296.50,3017000,294.42
2012-08-02,299.00,301.50,296.10,298.25,3257000,296.15
2012-08-01,301.00,303.15,295.55,297.50,4297000,295.41
2012-07-31,311.00,311.10,298.50,300.05,7949000,297.94
2012-07-30,310.00,313.80,308.00,309.15,2751900,306.98
2012-07-27,307.00,312.00,305.05,307.45,3946100,305.29
2012-07-26,302.85,304.45,298.00,300.50,3886900,298.39
2012-07-25,309.90,309.90,298.55,300.70,3144700,298.59
2012-07-24,306.40,309.70,300.70,308.55,2668700,306.38
2012-07-23,315.90,315.90,299.95,304.25,3340900,302.11
2012-07-20,317.00,319.40,313.35,314.65,4770600,312.44
2012-07-19,326.10,326.85,315.25,316.55,3020000,314.33
2012-07-18,324.45,326.25,315.00,324.60,3828100,322.32
2012-07-17,323.20,328.80,320.05,324.15,5923100,321.87
2012-07-16,313.50,321.95,310.00,319.55,5805200,317.30
2012-07-13,308.45,309.85,306.50,307.95,2494100,305.79
2012-07-12,314.90,316.20,305.55,306.30,3471600,304.15
2012-07-11,319.00,320.45,314.70,315.75,2335900,313.53
2012-07-10,317.80,324.90,316.05,321.40,2244500,319.14
2012-07-09,320.45,320.45,313.65,316.75,1369800,314.52
2012-07-06,324.20,325.35,319.30,321.30,1854500,319.04
2012-07-05,326.00,328.35,323.00,324.10,2740600,321.82
2012-07-04,320.00,328.00,318.70,326.95,4571400,324.65
2012-07-03,312.40,322.60,312.00,318.70,6263600,316.46
2012-07-02,305.05,311.50,305.00,310.20,2464400,308.02
2012-06-29,304.00,307.85,302.50,305.05,5028800,302.91
2012-06-28,305.70,306.70,302.35,303.60,2369200,301.47
2012-06-27,307.70,308.00,302.90,304.85,3234600,302.71
2012-06-26,309.25,310.50,303.80,306.00,2035600,303.85
2012-06-25,313.45,314.50,307.40,308.85,1863900,306.68
2012-06-22,310.10,312.40,306.00,310.90,1748800,308.72
2012-06-21,310.30,314.00,309.05,311.65,2128200,309.46
2012-06-20,315.85,316.90,309.00,310.35,2409100,308.17
2012-06-19,308.30,316.00,308.30,314.95,2306700,312.74
2012-06-18,314.00,314.75,307.00,309.20,1887000,307.03
2012-06-15,303.55,312.65,303.00,311.70,2189500,309.51
2012-06-14,305.20,308.30,303.75,305.95,2412500,303.80
2012-06-13,310.00,313.40,306.40,307.30,2582300,305.14
2012-06-12,301.00,309.90,301.00,308.75,1487700,306.58
2012-06-11,308.65,308.65,301.90,304.05,1906300,301.91
2012-06-08,297.00,308.00,297.00,304.25,3284600,302.11
2012-06-07,300.00,302.50,294.65,301.50,2783000,299.38
2012-06-06,291.00,299.50,285.30,297.30,8960000,295.21
2012-06-05,297.00,297.75,285.35,287.20,9442400,285.18
2012-06-04,300.00,300.85,290.60,294.55,18824100,292.48
2012-06-01,300.10,304.65,299.15,300.85,3156200,298.74
2012-05-31,301.45,307.90,300.00,302.55,5647600,300.42
2012-05-30,300.90,307.00,299.20,302.25,3569100,300.13
2012-05-29,303.00,304.40,299.00,300.00,2603400,297.89
2012-05-28,300.25,304.50,300.00,302.35,2087000,300.23
2012-05-25,301.00,302.95,297.00,299.05,2943300,296.95
2012-05-24,280.55,301.60,280.55,297.80,3786800,295.71
2012-05-23,295.05,296.45,280.10,282.10,5013300,280.12
2012-05-22,299.70,299.70,293.85,295.15,2360200,293.08
2012-05-21,297.40,303.00,292.75,294.75,2007200,292.68
2012-05-18,295.95,298.95,292.65,296.55,2774700,294.47
2012-05-17,300.45,306.00,297.35,298.70,2644400,296.60
2012-05-16,300.00,304.80,295.35,297.55,3651000,295.46
2012-05-15,304.10,308.70,292.05,304.15,7264700,302.01
2012-05-14,308.00,310.00,302.00,307.75,2020400,305.59
2012-05-11,307.10,312.50,306.00,307.20,1777100,305.04
2012-05-10,309.65,314.75,308.35,310.10,2852000,307.92
2012-05-09,312.90,313.20,308.05,309.40,1843900,307.23
2012-05-08,317.00,319.20,313.10,315.40,2471600,313.18
2012-05-07,309.30,318.20,307.75,316.05,2779500,313.83
2012-05-04,313.40,315.50,309.70,311.75,3255900,309.56
2012-05-03,315.00,317.45,313.10,315.00,1757700,312.79
2012-05-02,312.00,319.95,307.55,317.95,6770700,315.72
2012-05-01,310.50,310.50,310.50,310.50,000,308.32
2012-04-30,307.10,312.55,307.10,310.50,3109700,308.32
2012-04-27,308.30,313.00,303.00,307.40,4531100,305.24
2012-04-26,315.00,316.95,305.50,308.30,6066500,306.13
2012-04-25,305.00,315.65,305.00,313.00,4095700,310.80
2012-04-24,306.10,309.70,288.95,307.35,13804800,305.19
2012-04-23,322.60,326.50,310.40,312.50,3595000,310.30
2012-04-20,323.15,328.45,320.35,324.35,2233000,322.07
2012-04-19,322.60,325.80,321.50,323.65,1313300,321.38
2012-04-18,326.00,326.40,320.55,321.45,1885400,319.19
2012-04-17,316.95,324.00,315.10,322.30,3384500,320.04
2012-04-16,322.00,322.00,314.50,317.05,3883200,314.82
2012-04-13,325.55,329.10,320.40,323.50,2034800,321.23
2012-04-12,323.00,327.50,322.05,324.00,2613600,321.72
2012-04-11,330.00,330.00,321.25,322.00,4651700,319.74
2012-04-10,332.60,332.60,328.05,329.85,4443800,327.53
2012-04-09,329.80,332.80,327.45,329.75,2401900,327.43
2012-04-06,330.10,330.10,330.10,330.10,000,327.78
2012-04-05,330.10,330.10,330.10,330.10,000,327.78
2012-04-04,334.90,336.00,329.10,330.10,3421600,327.78
2012-04-03,342.00,343.85,335.55,336.80,3515900,334.43
2012-04-02,338.90,342.85,337.75,340.30,1822800,337.91
2012-03-30,334.85,339.20,332.20,337.90,3950500,335.53
2012-03-29,334.60,336.55,325.00,332.15,6334900,329.82
2012-03-28,338.00,340.90,335.15,337.75,3172200,335.38
2012-03-27,333.70,339.40,330.00,338.70,5158500,336.32
2012-03-26,336.00,336.80,326.20,328.85,3449200,326.54
2012-03-23,324.00,340.00,321.10,336.00,7685700,333.64
2012-03-22,333.00,333.80,323.15,323.90,3648400,321.62
2012-03-21,323.55,334.00,322.10,332.85,5826400,330.51
2012-03-20,325.00,326.45,320.65,322.75,4836200,320.48
2012-03-19,331.00,331.35,322.30,325.20,4739000,322.91
2012-03-16,333.00,335.30,327.00,327.55,4397000,325.25
2012-03-15,338.00,338.40,330.10,331.65,3090500,329.32
2012-03-14,341.45,345.80,337.40,338.20,4421000,335.82
2012-03-13,340.20,342.40,336.30,339.05,3788800,336.67
2012-03-12,344.90,344.90,336.65,339.10,2599700,336.72
2012-03-09,334.80,339.80,331.05,338.85,4879300,336.47
2012-03-08,346.30,346.30,346.30,346.30,000,343.87
2012-03-07,336.00,336.95,327.65,329.65,4506400,327.33
2012-03-06,346.00,351.00,334.35,335.55,3461700,333.19
2012-03-05,348.00,354.90,345.15,349.05,3461000,346.60
2012-03-02,348.90,352.25,344.10,350.40,3724800,347.94
2012-03-01,349.00,350.20,344.00,346.30,2094600,343.87
2012-02-29,343.35,352.35,343.35,350.20,4609700,347.74
2012-02-28,343.00,349.90,339.20,343.25,2671700,340.84
2012-02-27,344.70,347.45,337.50,340.95,3488300,338.55
2012-02-24,345.00,347.20,338.25,342.60,3574300,340.19
2012-02-23,340.60,343.75,333.65,338.70,11599100,336.32
2012-02-22,362.50,362.50,340.15,347.45,11157000,345.01
2012-02-21,350.00,360.50,346.20,358.90,8280000,356.38
2012-02-20,349.60,349.60,349.60,349.60,000,347.14
2012-02-17,355.00,355.55,347.15,349.60,9397100,347.14
2012-02-16,353.50,356.70,346.00,350.35,7955000,347.89
2012-02-15,346.00,353.00,343.85,349.60,10631900,347.14
2012-02-14,349.00,349.00,341.05,342.35,7382000,339.94
2012-02-13,350.40,351.95,343.60,347.70,7639200,345.26
2012-02-10,351.00,357.40,348.00,349.95,8913100,347.49
2012-02-09,352.75,353.95,344.40,350.10,13701800,347.64
2012-02-08,370.00,370.00,351.40,354.00,23297300,351.51
2012-02-07,390.00,390.50,374.60,378.75,6214900,376.09
2012-02-06,394.00,394.00,385.25,389.05,6051500,386.32
2012-02-03,393.50,400.95,385.60,387.60,16171400,384.88
2012-02-02,367.00,395.45,358.60,385.85,25324200,383.14
2012-02-01,364.80,364.80,356.55,361.30,5671000,358.76
